depth,split,filename,question_id,rollout_idx,prefix_idx,label,y,score
8,train,dd_1163_rollout_029_prefix_2.json,dd_1163,29,2,no,0,-2.845909833908081
8,train,dd_0099_rollout_010_prefix_0.json,dd_0099,10,0,no,0,-3.951380491256714
8,train,dd_0220_rollout_023_prefix_3.json,dd_0220,23,3,no,0,-4.653256893157959
8,train,bb_logical_deduction_five_objects_083_rollout_017_prefix_2.json,bb_logical_deduction_five_objects_083,17,2,no,0,-7.997498035430908
8,train,dd_0655_rollout_024_prefix_0.json,dd_0655,24,0,no,0,-7.3607707023620605
8,train,dd_0941_rollout_027_prefix_1.json,dd_0941,27,1,no,0,-4.8682475090026855
8,train,dd_0531_rollout_002_prefix_1.json,dd_0531,2,1,no,0,-10.021291732788086
8,train,dd_1004_rollout_021_prefix_2.json,dd_1004,21,2,no,0,-8.081868171691895
8,train,dd_0785_rollout_002_prefix_3.json,dd_0785,2,3,no,0,-4.374488353729248
8,train,dd_0818_rollout_010_prefix_1.json,dd_0818,10,1,no,0,-4.877383708953857
8,train,bb_navigate_229_rollout_028_prefix_2.json,bb_navigate_229,28,2,no,0,-1.878141164779663
8,train,bb_web_of_lies_188_rollout_009_prefix_0.json,bb_web_of_lies_188,9,0,no,0,-10.239887237548828
8,train,bb_navigate_011_rollout_006_prefix_1.json,bb_navigate_011,6,1,no,0,-4.117579460144043
8,train,dd_0474_rollout_001_prefix_2.json,dd_0474,1,2,no,0,-3.558833122253418
8,train,dd_0894_rollout_027_prefix_0.json,dd_0894,27,0,no,0,-3.347311019897461
8,train,bb_ruin_names_077_rollout_026_prefix_0.json,bb_ruin_names_077,26,0,no,0,-2.6050288677215576
8,train,dd_0034_rollout_025_prefix_3.json,dd_0034,25,3,no,0,-6.898711681365967
8,train,dd_1123_rollout_001_prefix_3.json,dd_1123,1,3,no,0,-2.8765711784362793
8,train,bb_navigate_213_rollout_016_prefix_1.json,bb_navigate_213,16,1,yes,1,2.1989963054656982
8,train,dd_1159_rollout_003_prefix_0.json,dd_1159,3,0,no,0,-6.697064399719238
8,train,bb_date_understanding_186_rollout_015_prefix_4.json,bb_date_understanding_186,15,4,no,0,-8.450006484985352
8,train,bb_ruin_names_043_rollout_003_prefix_0.json,bb_ruin_names_043,3,0,no,0,-3.1370105743408203
8,train,gpqa_chem_152_rollout_028_prefix_0.json,gpqa_chem_152,28,0,no,0,-11.353178977966309
8,train,dd_0603_rollout_020_prefix_2.json,dd_0603,20,2,no,0,-3.559525966644287
8,train,dd_0153_rollout_015_prefix_4.json,dd_0153,15,4,no,0,-4.38418436050415
8,train,dd_0190_rollout_020_prefix_2.json,dd_0190,20,2,no,0,-3.8903541564941406
8,train,dd_0207_rollout_016_prefix_0.json,dd_0207,16,0,no,0,-2.948606014251709
8,train,bb_reasoning_about_colored_objects_009_rollout_021_prefix_1.json,bb_reasoning_about_colored_objects_009,21,1,no,0,-3.161167860031128
8,train,dd_0883_rollout_009_prefix_1.json,dd_0883,9,1,no,0,-7.095667839050293
8,train,dd_0959_rollout_014_prefix_3.json,dd_0959,14,3,no,0,-7.122334957122803
8,train,bb_snarks_158_rollout_000_prefix_3.json,bb_snarks_158,0,3,no,0,-2.1762006282806396
8,train,bb_navigate_199_rollout_016_prefix_1.json,bb_navigate_199,16,1,no,0,-2.47617244720459
8,train,bb_ruin_names_054_rollout_003_prefix_0.json,bb_ruin_names_054,3,0,no,0,-1.337289810180664
8,train,dd_0624_rollout_020_prefix_0.json,dd_0624,20,0,no,0,-1.963235855102539
8,train,dd_0981_rollout_004_prefix_1.json,dd_0981,4,1,no,0,-6.384443283081055
8,train,gpqa_chem_158_rollout_029_prefix_3.json,gpqa_chem_158,29,3,no,0,-5.400457859039307
8,train,bb_navigate_230_rollout_011_prefix_0.json,bb_navigate_230,11,0,no,0,-2.9035184383392334
8,train,dd_1007_rollout_009_prefix_1.json,dd_1007,9,1,no,0,-2.825589179992676
8,train,bb_causal_judgement_072_rollout_029_prefix_0.json,bb_causal_judgement_072,29,0,no,0,-6.155510902404785
8,train,bb_causal_judgement_084_rollout_008_prefix_1.json,bb_causal_judgement_084,8,1,no,0,-4.497588634490967
8,train,bb_navigate_046_rollout_013_prefix_2.json,bb_navigate_046,13,2,no,0,-2.3353631496429443
8,train,bb_navigate_048_rollout_022_prefix_2.json,bb_navigate_048,22,2,no,0,-2.096123456954956
8,train,bb_causal_judgement_084_rollout_019_prefix_2.json,bb_causal_judgement_084,19,2,no,0,-3.0315027236938477
8,train,bb_date_understanding_108_rollout_009_prefix_1.json,bb_date_understanding_108,9,1,no,0,-9.602924346923828
8,train,dd_0716_rollout_022_prefix_4.json,dd_0716,22,4,no,0,-4.100342273712158
8,train,bb_ruin_names_006_rollout_006_prefix_2.json,bb_ruin_names_006,6,2,no,0,-8.133031845092773
8,train,gpqa_chem_147_rollout_012_prefix_1.json,gpqa_chem_147,12,1,no,0,-6.452087879180908
8,train,dd_0231_rollout_015_prefix_2.json,dd_0231,15,2,no,0,-4.011239528656006
8,train,dd_0132_rollout_022_prefix_3.json,dd_0132,22,3,no,0,-2.750762939453125
8,train,bb_navigate_213_rollout_016_prefix_0.json,bb_navigate_213,16,0,yes,1,-0.21691074967384338
8,train,dd_0296_rollout_025_prefix_2.json,dd_0296,25,2,no,0,-5.899829864501953
8,train,dd_0633_rollout_026_prefix_2.json,dd_0633,26,2,no,0,-2.6962854862213135
8,train,dd_0576_rollout_000_prefix_4.json,dd_0576,0,4,no,0,-3.0278921127319336
8,train,bb_navigate_163_rollout_000_prefix_2.json,bb_navigate_163,0,2,no,0,-2.289668321609497
8,train,bb_web_of_lies_120_rollout_026_prefix_5.json,bb_web_of_lies_120,26,5,no,0,-5.779624938964844
8,train,bb_navigate_104_rollout_017_prefix_1.json,bb_navigate_104,17,1,no,0,-2.4289891719818115
8,train,bb_ruin_names_091_rollout_003_prefix_1.json,bb_ruin_names_091,3,1,no,0,-3.460022211074829
8,train,dd_0981_rollout_024_prefix_1.json,dd_0981,24,1,no,0,-3.3715999126434326
8,train,bb_causal_judgement_127_rollout_003_prefix_1.json,bb_causal_judgement_127,3,1,no,0,-4.6262288093566895
8,train,bb_temporal_sequences_173_rollout_023_prefix_1.json,bb_temporal_sequences_173,23,1,no,0,-3.6553399562835693
8,train,dd_0314_rollout_014_prefix_1.json,dd_0314,14,1,no,0,-1.5997382402420044
8,train,dd_0153_rollout_017_prefix_3.json,dd_0153,17,3,no,0,-6.5452446937561035
8,train,bb_navigate_222_rollout_000_prefix_0.json,bb_navigate_222,0,0,yes,1,0.8227770328521729
8,train,dd_0382_rollout_000_prefix_2.json,dd_0382,0,2,no,0,-3.2941465377807617
8,train,dd_0401_rollout_012_prefix_0.json,dd_0401,12,0,no,0,-3.2874677181243896
8,train,dd_0575_rollout_001_prefix_3.json,dd_0575,1,3,no,0,-3.274852752685547
8,train,dd_1310_rollout_010_prefix_1.json,dd_1310,10,1,no,0,-2.988719940185547
8,train,dd_0479_rollout_019_prefix_1.json,dd_0479,19,1,no,0,-3.7376115322113037
8,train,dd_1227_rollout_008_prefix_0.json,dd_1227,8,0,no,0,-4.626903057098389
8,train,bb_sports_understanding_013_rollout_000_prefix_2.json,bb_sports_understanding_013,0,2,no,0,-2.4263973236083984
8,train,bb_sports_understanding_129_rollout_008_prefix_1.json,bb_sports_understanding_129,8,1,no,0,-7.304111957550049
8,train,dd_0755_rollout_012_prefix_1.json,dd_0755,12,1,no,0,-5.6386823654174805
8,train,bb_navigate_229_rollout_016_prefix_0.json,bb_navigate_229,16,0,no,0,-1.7108590602874756
8,train,dd_0578_rollout_025_prefix_3.json,dd_0578,25,3,no,0,-2.653761863708496
8,train,dd_0853_rollout_000_prefix_0.json,dd_0853,0,0,no,0,-8.405903816223145
8,train,dd_0787_rollout_027_prefix_2.json,dd_0787,27,2,no,0,-4.493736743927002
8,train,dd_0474_rollout_028_prefix_1.json,dd_0474,28,1,no,0,-8.135207176208496
8,train,bb_temporal_sequences_170_rollout_025_prefix_4.json,bb_temporal_sequences_170,25,4,no,0,-5.450289726257324
8,train,bb_logical_deduction_five_objects_054_rollout_005_prefix_1.json,bb_logical_deduction_five_objects_054,5,1,no,0,-5.428338527679443
8,train,bb_penguins_in_a_table_069_rollout_023_prefix_1.json,bb_penguins_in_a_table_069,23,1,no,0,-2.2541470527648926
8,train,bb_ruin_names_114_rollout_022_prefix_1.json,bb_ruin_names_114,22,1,no,0,-1.042518138885498
8,train,dd_0984_rollout_027_prefix_2.json,dd_0984,27,2,no,0,-2.0447723865509033
8,train,dd_0107_rollout_018_prefix_2.json,dd_0107,18,2,no,0,-4.244742393493652
8,train,bb_logical_deduction_five_objects_044_rollout_005_prefix_2.json,bb_logical_deduction_five_objects_044,5,2,no,0,-7.678601264953613
8,train,bb_logical_deduction_five_objects_080_rollout_022_prefix_5.json,bb_logical_deduction_five_objects_080,22,5,no,0,-2.7522189617156982
8,train,dd_0455_rollout_020_prefix_3.json,dd_0455,20,3,no,0,-5.8083062171936035
8,train,dd_0667_rollout_005_prefix_3.json,dd_0667,5,3,no,0,-5.133646488189697
8,train,dd_0908_rollout_020_prefix_2.json,dd_0908,20,2,no,0,-5.996474742889404
8,train,dd_0943_rollout_021_prefix_1.json,dd_0943,21,1,no,0,-5.105258941650391
8,train,bb_temporal_sequences_141_rollout_012_prefix_1.json,bb_temporal_sequences_141,12,1,no,0,-5.641092777252197
8,train,bb_logical_deduction_five_objects_162_rollout_001_prefix_3.json,bb_logical_deduction_five_objects_162,1,3,no,0,-2.8058695793151855
8,train,dd_1283_rollout_009_prefix_1.json,dd_1283,9,1,no,0,-4.025808334350586
8,train,dd_1310_rollout_025_prefix_1.json,dd_1310,25,1,no,0,-4.344278335571289
8,train,bb_logical_deduction_five_objects_118_rollout_025_prefix_1.json,bb_logical_deduction_five_objects_118,25,1,no,0,-3.5292036533355713
8,train,bb_logical_deduction_five_objects_178_rollout_003_prefix_2.json,bb_logical_deduction_five_objects_178,3,2,no,0,-8.402547836303711
8,train,dd_0243_rollout_023_prefix_2.json,dd_0243,23,2,no,0,-5.412389278411865
8,train,bb_logical_deduction_five_objects_013_rollout_009_prefix_2.json,bb_logical_deduction_five_objects_013,9,2,no,0,-4.668950080871582
8,train,bb_sports_understanding_114_rollout_000_prefix_0.json,bb_sports_understanding_114,0,0,no,0,-1.1928893327713013
8,train,dd_1300_rollout_025_prefix_0.json,dd_1300,25,0,no,0,-2.255410671234131
8,train,dd_1013_rollout_022_prefix_3.json,dd_1013,22,3,no,0,-3.8325910568237305
8,train,bb_date_understanding_229_rollout_016_prefix_3.json,bb_date_understanding_229,16,3,no,0,-0.9665340781211853
8,train,dd_0909_rollout_013_prefix_1.json,dd_0909,13,1,no,0,-4.126712799072266
8,train,bb_navigate_011_rollout_028_prefix_3.json,bb_navigate_011,28,3,no,0,-3.339613676071167
8,train,dd_0618_rollout_007_prefix_0.json,dd_0618,7,0,no,0,-4.327977657318115
8,train,bb_navigate_011_rollout_007_prefix_2.json,bb_navigate_011,7,2,no,0,-3.03218674659729
8,train,bb_penguins_in_a_table_107_rollout_024_prefix_0.json,bb_penguins_in_a_table_107,24,0,no,0,-1.6537082195281982
8,train,dd_1300_rollout_023_prefix_0.json,dd_1300,23,0,no,0,-2.8095192909240723
8,train,bb_tracking_shuffled_objects_five_objects_245_rollout_027_prefix_1.json,bb_tracking_shuffled_objects_five_objects_245,27,1,no,0,-1.1070644855499268
8,train,bb_navigate_199_rollout_007_prefix_1.json,bb_navigate_199,7,1,no,0,0.5238052010536194
8,train,bb_snarks_099_rollout_008_prefix_1.json,bb_snarks_099,8,1,no,0,-1.7663166522979736
8,train,dd_0773_rollout_015_prefix_1.json,dd_0773,15,1,no,0,-4.659859657287598
8,train,dd_0401_rollout_011_prefix_1.json,dd_0401,11,1,no,0,-5.637034893035889
8,train,bb_navigate_058_rollout_016_prefix_3.json,bb_navigate_058,16,3,no,0,-1.9260221719741821
8,train,bb_navigate_199_rollout_029_prefix_0.json,bb_navigate_199,29,0,no,0,-7.252627849578857
8,train,bb_snarks_026_rollout_003_prefix_1.json,bb_snarks_026,3,1,no,0,-4.735284328460693
8,train,dd_0347_rollout_022_prefix_2.json,dd_0347,22,2,no,0,-4.439980983734131
8,train,bb_logical_deduction_five_objects_013_rollout_015_prefix_2.json,bb_logical_deduction_five_objects_013,15,2,no,0,-2.4669270515441895
8,train,bb_reasoning_about_colored_objects_138_rollout_013_prefix_0.json,bb_reasoning_about_colored_objects_138,13,0,no,0,-4.866760730743408
8,train,dd_0382_rollout_005_prefix_2.json,dd_0382,5,2,no,0,-3.6384971141815186
8,train,bb_navigate_213_rollout_018_prefix_0.json,bb_navigate_213,18,0,no,0,-7.481967926025391
8,train,bb_date_understanding_098_rollout_006_prefix_1.json,bb_date_understanding_098,6,1,no,0,-4.481947898864746
8,train,dd_1270_rollout_028_prefix_2.json,dd_1270,28,2,no,0,-2.622576951980591
8,train,dd_1340_rollout_028_prefix_1.json,dd_1340,28,1,no,0,-3.305344343185425
8,train,bb_reasoning_about_colored_objects_027_rollout_003_prefix_2.json,bb_reasoning_about_colored_objects_027,3,2,no,0,-1.981709361076355
8,train,bb_temporal_sequences_141_rollout_018_prefix_2.json,bb_temporal_sequences_141,18,2,no,0,-4.096107482910156
8,train,bb_date_understanding_150_rollout_018_prefix_2.json,bb_date_understanding_150,18,2,no,0,-6.808756351470947
8,train,dd_0410_rollout_029_prefix_1.json,dd_0410,29,1,no,0,-4.77033805847168
8,train,dd_0125_rollout_027_prefix_4.json,dd_0125,27,4,no,0,-5.118689060211182
8,train,dd_0296_rollout_017_prefix_1.json,dd_0296,17,1,no,0,-4.638616561889648
8,train,bb_logical_deduction_five_objects_080_rollout_029_prefix_2.json,bb_logical_deduction_five_objects_080,29,2,no,0,-4.827571392059326
8,train,bb_temporal_sequences_059_rollout_000_prefix_1.json,bb_temporal_sequences_059,0,1,no,0,-3.1014037132263184
8,train,bb_tracking_shuffled_objects_five_objects_182_rollout_017_prefix_4.json,bb_tracking_shuffled_objects_five_objects_182,17,4,no,0,-2.3874497413635254
8,train,bb_logical_deduction_five_objects_173_rollout_013_prefix_1.json,bb_logical_deduction_five_objects_173,13,1,no,0,-1.5640411376953125
8,train,dd_0073_rollout_023_prefix_3.json,dd_0073,23,3,no,0,-2.83695912361145
8,train,bb_logical_deduction_five_objects_046_rollout_016_prefix_2.json,bb_logical_deduction_five_objects_046,16,2,no,0,-3.2591404914855957
8,train,bb_navigate_004_rollout_012_prefix_1.json,bb_navigate_004,12,1,no,0,-4.524496555328369
8,train,bb_ruin_names_054_rollout_020_prefix_0.json,bb_ruin_names_054,20,0,no,0,-1.8994789123535156
8,train,dd_0762_rollout_003_prefix_2.json,dd_0762,3,2,no,0,-2.602518081665039
8,train,dd_0762_rollout_022_prefix_1.json,dd_0762,22,1,no,0,-3.320413827896118
8,train,bb_logical_deduction_five_objects_052_rollout_027_prefix_1.json,bb_logical_deduction_five_objects_052,27,1,no,0,-3.1153411865234375
8,train,bb_snarks_014_rollout_013_prefix_2.json,bb_snarks_014,13,2,no,0,-6.803210735321045
8,train,bb_tracking_shuffled_objects_five_objects_099_rollout_017_prefix_1.json,bb_tracking_shuffled_objects_five_objects_099,17,1,no,0,-3.0067670345306396
8,train,bb_causal_judgement_174_rollout_014_prefix_0.json,bb_causal_judgement_174,14,0,no,0,-2.2695436477661133
8,train,bb_reasoning_about_colored_objects_090_rollout_013_prefix_0.json,bb_reasoning_about_colored_objects_090,13,0,yes,1,2.033970355987549
8,train,dd_0099_rollout_022_prefix_3.json,dd_0099,22,3,no,0,-2.3199656009674072
8,train,dd_0347_rollout_005_prefix_1.json,dd_0347,5,1,no,0,-2.9184203147888184
8,train,gpqa_chem_021_rollout_022_prefix_0.json,gpqa_chem_021,22,0,no,0,-4.724674701690674
8,train,bb_causal_judgement_174_rollout_019_prefix_2.json,bb_causal_judgement_174,19,2,no,0,-3.493380546569824
8,train,bb_date_understanding_098_rollout_016_prefix_1.json,bb_date_understanding_098,16,1,no,0,-1.4764808416366577
8,train,bb_logical_deduction_five_objects_133_rollout_022_prefix_3.json,bb_logical_deduction_five_objects_133,22,3,no,0,-2.402360439300537
8,train,bb_penguins_in_a_table_076_rollout_010_prefix_2.json,bb_penguins_in_a_table_076,10,2,no,0,-3.0946991443634033
8,train,bb_temporal_sequences_096_rollout_010_prefix_3.json,bb_temporal_sequences_096,10,3,no,0,-5.692892074584961
8,train,bb_ruin_names_047_rollout_003_prefix_0.json,bb_ruin_names_047,3,0,no,0,-2.830002546310425
8,train,dd_1346_rollout_002_prefix_1.json,dd_1346,2,1,no,0,-5.701714515686035
8,train,dd_1038_rollout_014_prefix_2.json,dd_1038,14,2,no,0,-2.1686298847198486
8,train,bb_reasoning_about_colored_objects_138_rollout_022_prefix_0.json,bb_reasoning_about_colored_objects_138,22,0,no,0,-1.5990488529205322
8,train,bb_snarks_158_rollout_027_prefix_2.json,bb_snarks_158,27,2,no,0,-1.4608185291290283
8,train,dd_0959_rollout_029_prefix_1.json,dd_0959,29,1,no,0,-4.951772689819336
8,train,bb_reasoning_about_colored_objects_090_rollout_027_prefix_0.json,bb_reasoning_about_colored_objects_090,27,0,yes,1,5.540746212005615
8,train,bb_tracking_shuffled_objects_five_objects_041_rollout_021_prefix_1.json,bb_tracking_shuffled_objects_five_objects_041,21,1,no,0,-2.001260995864868
8,train,dd_0528_rollout_007_prefix_0.json,dd_0528,7,0,no,0,-2.343048095703125
8,train,gpqa_chem_027_rollout_012_prefix_3.json,gpqa_chem_027,12,3,no,0,-5.348263263702393
8,train,bb_temporal_sequences_176_rollout_010_prefix_0.json,bb_temporal_sequences_176,10,0,no,0,-1.4852666854858398
8,train,bb_navigate_229_rollout_015_prefix_2.json,bb_navigate_229,15,2,no,0,-3.7936525344848633
8,train,bb_ruin_names_114_rollout_020_prefix_0.json,bb_ruin_names_114,20,0,no,0,-0.7570116519927979
8,train,dd_1037_rollout_024_prefix_1.json,dd_1037,24,1,no,0,-3.0425357818603516
8,train,bb_reasoning_about_colored_objects_067_rollout_004_prefix_0.json,bb_reasoning_about_colored_objects_067,4,0,no,0,-3.1179416179656982
8,train,bb_ruin_names_006_rollout_029_prefix_2.json,bb_ruin_names_006,29,2,no,0,-1.0858062505722046
8,train,bb_web_of_lies_229_rollout_010_prefix_0.json,bb_web_of_lies_229,10,0,no,0,-3.077820301055908
8,train,dd_0238_rollout_002_prefix_0.json,dd_0238,2,0,no,0,-3.803617477416992
8,train,dd_0473_rollout_019_prefix_1.json,dd_0473,19,1,no,0,-5.344761371612549
8,train,bb_logical_deduction_five_objects_052_rollout_019_prefix_1.json,bb_logical_deduction_five_objects_052,19,1,no,0,-2.3891518115997314
8,train,dd_0153_rollout_019_prefix_0.json,dd_0153,19,0,no,0,-1.6094331741333008
8,train,bb_snarks_128_rollout_013_prefix_1.json,bb_snarks_128,13,1,no,0,-2.0946154594421387
8,train,bb_tracking_shuffled_objects_five_objects_178_rollout_012_prefix_2.json,bb_tracking_shuffled_objects_five_objects_178,12,2,no,0,-4.756540775299072
8,train,dd_0745_rollout_006_prefix_3.json,dd_0745,6,3,no,0,-2.4671895503997803
8,train,bb_navigate_004_rollout_029_prefix_0.json,bb_navigate_004,29,0,no,0,-0.24500127136707306
8,train,gpqa_chem_104_rollout_012_prefix_3.json,gpqa_chem_104,12,3,no,0,-4.84271764755249
8,train,bb_date_understanding_127_rollout_009_prefix_1.json,bb_date_understanding_127,9,1,no,0,-5.155517101287842
8,train,bb_date_understanding_214_rollout_001_prefix_1.json,bb_date_understanding_214,1,1,no,0,-2.753264904022217
8,train,bb_logical_deduction_five_objects_249_rollout_021_prefix_1.json,bb_logical_deduction_five_objects_249,21,1,no,0,-1.9831699132919312
8,train,dd_0603_rollout_004_prefix_1.json,dd_0603,4,1,no,0,-2.506819248199463
8,train,bb_ruin_names_221_rollout_012_prefix_0.json,bb_ruin_names_221,12,0,no,0,-2.888798236846924
8,train,bb_sports_understanding_231_rollout_022_prefix_1.json,bb_sports_understanding_231,22,1,no,0,-1.9348911046981812
8,train,dd_0785_rollout_005_prefix_0.json,dd_0785,5,0,no,0,-1.708498239517212
8,train,bb_navigate_104_rollout_021_prefix_1.json,bb_navigate_104,21,1,no,0,-1.2721710205078125
8,train,bb_web_of_lies_091_rollout_015_prefix_1.json,bb_web_of_lies_091,15,1,no,0,-4.094431400299072
8,train,bb_penguins_in_a_table_049_rollout_022_prefix_1.json,bb_penguins_in_a_table_049,22,1,yes,1,12.402981758117676
8,train,bb_penguins_in_a_table_116_rollout_000_prefix_1.json,bb_penguins_in_a_table_116,0,1,yes,1,2.62984561920166
8,train,bb_tracking_shuffled_objects_five_objects_066_rollout_022_prefix_1.json,bb_tracking_shuffled_objects_five_objects_066,22,1,no,0,-6.131492614746094
8,train,bb_web_of_lies_067_rollout_021_prefix_4.json,bb_web_of_lies_067,21,4,no,0,-7.396945953369141
8,train,dd_0535_rollout_003_prefix_1.json,dd_0535,3,1,no,0,-2.165794849395752
8,train,dd_1157_rollout_026_prefix_1.json,dd_1157,26,1,no,0,-5.691822528839111
8,train,bb_logical_deduction_five_objects_026_rollout_029_prefix_1.json,bb_logical_deduction_five_objects_026,29,1,no,0,-2.3547656536102295
8,train,dd_0099_rollout_018_prefix_2.json,dd_0099,18,2,no,0,-2.808415412902832
8,train,bb_date_understanding_229_rollout_001_prefix_0.json,bb_date_understanding_229,1,0,no,0,-2.2962088584899902
8,train,bb_logical_deduction_five_objects_118_rollout_010_prefix_0.json,bb_logical_deduction_five_objects_118,10,0,no,0,-2.386643648147583
8,train,bb_causal_judgement_024_rollout_015_prefix_0.json,bb_causal_judgement_024,15,0,no,0,-2.8655362129211426
8,train,bb_logical_deduction_five_objects_026_rollout_005_prefix_1.json,bb_logical_deduction_five_objects_026,5,1,no,0,-2.7090506553649902
8,train,bb_reasoning_about_colored_objects_067_rollout_013_prefix_1.json,bb_reasoning_about_colored_objects_067,13,1,no,0,-1.6657549142837524
