baseline,split,filename,question_id,label,y,score
scalar:think_logprob,train,dd_0537_rollout_028_prefix_3.json,dd_0537,no,0,-31.51664161682129
scalar:think_logprob,train,bb_reasoning_about_colored_objects_076_rollout_021_prefix_1.json,bb_reasoning_about_colored_objects_076,no,0,-31.711015701293945
scalar:think_logprob,train,bb_snarks_047_rollout_014_prefix_1.json,bb_snarks_047,no,0,-26.208463668823242
scalar:think_logprob,train,dd_0455_rollout_018_prefix_1.json,dd_0455,no,0,-29.441513061523438
scalar:think_logprob,train,dd_0525_rollout_026_prefix_3.json,dd_0525,no,0,-30.770092010498047
scalar:think_logprob,train,dd_0935_rollout_026_prefix_1.json,dd_0935,no,0,-26.896554946899414
scalar:think_logprob,train,bb_sports_understanding_168_rollout_026_prefix_1.json,bb_sports_understanding_168,no,0,-33.68778610229492
scalar:think_logprob,train,dd_0090_rollout_013_prefix_4.json,dd_0090,no,0,-34.0156364440918
scalar:think_logprob,train,dd_1227_rollout_023_prefix_2.json,dd_1227,no,0,-30.022974014282227
scalar:think_logprob,train,dd_1013_rollout_008_prefix_5.json,dd_1013,no,0,-29.751522064208984
scalar:think_logprob,train,bb_snarks_026_rollout_013_prefix_0.json,bb_snarks_026,no,0,-26.16794776916504
scalar:think_logprob,train,dd_0984_rollout_000_prefix_3.json,dd_0984,no,0,-28.543458938598633
scalar:think_logprob,train,dd_0125_rollout_001_prefix_3.json,dd_0125,no,0,-28.943044662475586
scalar:think_logprob,train,bb_ruin_names_043_rollout_004_prefix_1.json,bb_ruin_names_043,no,0,-30.82828140258789
scalar:think_logprob,train,bb_ruin_names_051_rollout_023_prefix_0.json,bb_ruin_names_051,no,0,-32.38363265991211
scalar:think_logprob,train,bb_sports_understanding_238_rollout_010_prefix_1.json,bb_sports_understanding_238,no,0,-33.5312614440918
scalar:think_logprob,train,dd_0531_rollout_017_prefix_0.json,dd_0531,no,0,-29.600513458251953
scalar:think_logprob,train,bb_snarks_124_rollout_002_prefix_2.json,bb_snarks_124,no,0,-30.948623657226562
scalar:think_logprob,train,bb_web_of_lies_033_rollout_026_prefix_0.json,bb_web_of_lies_033,no,0,-32.24091720581055
scalar:think_logprob,train,bb_web_of_lies_188_rollout_016_prefix_2.json,bb_web_of_lies_188,no,0,-24.789974212646484
scalar:think_logprob,train,dd_0908_rollout_011_prefix_5.json,dd_0908,no,0,-34.98091125488281
scalar:think_logprob,train,dd_1270_rollout_026_prefix_1.json,dd_1270,no,0,-32.223724365234375
scalar:think_logprob,train,bb_reasoning_about_colored_objects_138_rollout_008_prefix_4.json,bb_reasoning_about_colored_objects_138,no,0,-35.6875
scalar:think_logprob,train,bb_reasoning_about_colored_objects_221_rollout_015_prefix_1.json,bb_reasoning_about_colored_objects_221,no,0,-34.23448944091797
scalar:think_logprob,train,bb_ruin_names_006_rollout_008_prefix_2.json,bb_ruin_names_006,no,0,-25.355928421020508
scalar:think_logprob,train,dd_0578_rollout_017_prefix_2.json,dd_0578,no,0,-29.49294662475586
scalar:think_logprob,train,dd_1115_rollout_014_prefix_2.json,dd_1115,no,0,-32.85948944091797
scalar:think_logprob,train,dd_0099_rollout_003_prefix_0.json,dd_0099,no,0,-27.982210159301758
scalar:think_logprob,train,dd_1170_rollout_014_prefix_1.json,dd_1170,no,0,-31.776365280151367
scalar:think_logprob,train,bb_ruin_names_051_rollout_027_prefix_0.json,bb_ruin_names_051,no,0,-35.15629196166992
scalar:think_logprob,train,dd_1283_rollout_025_prefix_2.json,dd_1283,no,0,-35.29231262207031
scalar:think_logprob,train,gpqa_chem_108_rollout_019_prefix_3.json,gpqa_chem_108,no,0,-34.44601821899414
scalar:think_logprob,train,bb_snarks_014_rollout_018_prefix_0.json,bb_snarks_014,no,0,-28.27765464782715
scalar:think_logprob,train,dd_0034_rollout_017_prefix_1.json,dd_0034,no,0,-25.975297927856445
scalar:think_logprob,train,dd_1163_rollout_029_prefix_2.json,dd_1163,no,0,-32.042301177978516
scalar:think_logprob,train,dd_0099_rollout_010_prefix_0.json,dd_0099,no,0,-28.403278350830078
scalar:think_logprob,train,dd_0220_rollout_023_prefix_3.json,dd_0220,no,0,-31.215845108032227
scalar:think_logprob,train,bb_logical_deduction_five_objects_083_rollout_017_prefix_2.json,bb_logical_deduction_five_objects_083,no,0,-32.05633544921875
scalar:think_logprob,train,dd_0655_rollout_024_prefix_0.json,dd_0655,no,0,-27.824634552001953
scalar:think_logprob,train,dd_0941_rollout_027_prefix_1.json,dd_0941,no,0,-33.53909683227539
scalar:think_logprob,train,dd_0531_rollout_002_prefix_1.json,dd_0531,no,0,-33.196502685546875
scalar:think_logprob,train,dd_1004_rollout_021_prefix_2.json,dd_1004,no,0,-27.578832626342773
scalar:think_logprob,train,dd_0785_rollout_002_prefix_3.json,dd_0785,no,0,-24.531749725341797
scalar:think_logprob,train,dd_0818_rollout_010_prefix_1.json,dd_0818,no,0,-28.910289764404297
scalar:think_logprob,train,bb_navigate_229_rollout_028_prefix_2.json,bb_navigate_229,no,0,-36.76317596435547
scalar:think_logprob,train,bb_web_of_lies_188_rollout_009_prefix_0.json,bb_web_of_lies_188,no,0,-30.294246673583984
scalar:think_logprob,train,bb_navigate_011_rollout_006_prefix_1.json,bb_navigate_011,no,0,-33.118656158447266
scalar:think_logprob,train,dd_0474_rollout_001_prefix_2.json,dd_0474,no,0,-26.808122634887695
scalar:think_logprob,train,dd_0894_rollout_027_prefix_0.json,dd_0894,no,0,-29.842451095581055
scalar:think_logprob,train,bb_ruin_names_077_rollout_026_prefix_0.json,bb_ruin_names_077,no,0,-27.692459106445312
scalar:think_logprob,train,dd_0034_rollout_025_prefix_3.json,dd_0034,no,0,-31.875164031982422
scalar:think_logprob,train,dd_1123_rollout_001_prefix_3.json,dd_1123,no,0,-30.857275009155273
scalar:think_logprob,train,bb_navigate_213_rollout_016_prefix_1.json,bb_navigate_213,yes,1,-35.08614730834961
scalar:think_logprob,train,dd_1159_rollout_003_prefix_0.json,dd_1159,no,0,-28.039390563964844
scalar:think_logprob,train,bb_date_understanding_186_rollout_015_prefix_4.json,bb_date_understanding_186,no,0,-35.6250114440918
scalar:think_logprob,train,bb_ruin_names_043_rollout_003_prefix_0.json,bb_ruin_names_043,no,0,-24.87171173095703
scalar:think_logprob,train,gpqa_chem_152_rollout_028_prefix_0.json,gpqa_chem_152,no,0,-33.21488571166992
scalar:think_logprob,train,dd_0603_rollout_020_prefix_2.json,dd_0603,no,0,-30.349210739135742
scalar:think_logprob,train,dd_0153_rollout_015_prefix_4.json,dd_0153,no,0,-32.72462463378906
scalar:think_logprob,train,dd_0190_rollout_020_prefix_2.json,dd_0190,no,0,-31.342369079589844
scalar:think_logprob,train,dd_0207_rollout_016_prefix_0.json,dd_0207,no,0,-26.49234390258789
scalar:think_logprob,train,bb_reasoning_about_colored_objects_009_rollout_021_prefix_1.json,bb_reasoning_about_colored_objects_009,no,0,-45.31250762939453
scalar:think_logprob,train,dd_0883_rollout_009_prefix_1.json,dd_0883,no,0,-30.54771614074707
scalar:think_logprob,train,dd_0959_rollout_014_prefix_3.json,dd_0959,no,0,-32.59922790527344
scalar:think_logprob,train,bb_snarks_158_rollout_000_prefix_3.json,bb_snarks_158,no,0,-28.85710906982422
scalar:think_logprob,train,bb_navigate_199_rollout_016_prefix_1.json,bb_navigate_199,no,0,-25.57483673095703
scalar:think_logprob,train,bb_ruin_names_054_rollout_003_prefix_0.json,bb_ruin_names_054,no,0,-28.705629348754883
scalar:think_logprob,train,dd_0624_rollout_020_prefix_0.json,dd_0624,no,0,-30.813669204711914
scalar:think_logprob,train,dd_0981_rollout_004_prefix_1.json,dd_0981,no,0,-28.170351028442383
scalar:think_logprob,train,gpqa_chem_158_rollout_029_prefix_3.json,gpqa_chem_158,no,0,-30.858423233032227
scalar:think_logprob,train,bb_navigate_230_rollout_011_prefix_0.json,bb_navigate_230,no,0,-33.16211700439453
scalar:think_logprob,train,dd_1007_rollout_009_prefix_1.json,dd_1007,no,0,-32.87517547607422
scalar:think_logprob,train,bb_causal_judgement_072_rollout_029_prefix_0.json,bb_causal_judgement_072,no,0,-27.388877868652344
scalar:think_logprob,train,bb_causal_judgement_084_rollout_008_prefix_1.json,bb_causal_judgement_084,no,0,-30.156766891479492
scalar:think_logprob,train,bb_navigate_046_rollout_013_prefix_2.json,bb_navigate_046,no,0,-28.91073989868164
scalar:think_logprob,train,bb_navigate_048_rollout_022_prefix_2.json,bb_navigate_048,no,0,-26.633419036865234
scalar:think_logprob,train,bb_causal_judgement_084_rollout_019_prefix_2.json,bb_causal_judgement_084,no,0,-28.11918067932129
scalar:think_logprob,train,bb_date_understanding_108_rollout_009_prefix_1.json,bb_date_understanding_108,no,0,-35.121421813964844
scalar:think_logprob,train,dd_0716_rollout_022_prefix_4.json,dd_0716,no,0,-29.33428955078125
scalar:think_logprob,train,bb_ruin_names_006_rollout_006_prefix_2.json,bb_ruin_names_006,no,0,-30.95054054260254
scalar:think_logprob,train,gpqa_chem_147_rollout_012_prefix_1.json,gpqa_chem_147,no,0,-33.993892669677734
scalar:think_logprob,train,dd_0231_rollout_015_prefix_2.json,dd_0231,no,0,-25.453567504882812
scalar:think_logprob,train,dd_0132_rollout_022_prefix_3.json,dd_0132,no,0,-29.55678367614746
scalar:think_logprob,train,bb_navigate_213_rollout_016_prefix_0.json,bb_navigate_213,yes,1,-36.44075393676758
scalar:think_logprob,train,dd_0296_rollout_025_prefix_2.json,dd_0296,no,0,-31.01288604736328
scalar:think_logprob,train,dd_0633_rollout_026_prefix_2.json,dd_0633,no,0,-28.760360717773438
scalar:think_logprob,train,dd_0576_rollout_000_prefix_4.json,dd_0576,no,0,-29.489458084106445
scalar:think_logprob,train,bb_navigate_163_rollout_000_prefix_2.json,bb_navigate_163,no,0,-29.16424560546875
scalar:think_logprob,train,bb_web_of_lies_120_rollout_026_prefix_5.json,bb_web_of_lies_120,no,0,-28.960784912109375
scalar:think_logprob,train,bb_navigate_104_rollout_017_prefix_1.json,bb_navigate_104,no,0,-29.412025451660156
scalar:think_logprob,train,bb_ruin_names_091_rollout_003_prefix_1.json,bb_ruin_names_091,no,0,-27.135889053344727
scalar:think_logprob,train,dd_0981_rollout_024_prefix_1.json,dd_0981,no,0,-27.248607635498047
scalar:think_logprob,train,bb_causal_judgement_127_rollout_003_prefix_1.json,bb_causal_judgement_127,no,0,-24.489059448242188
scalar:think_logprob,train,bb_temporal_sequences_173_rollout_023_prefix_1.json,bb_temporal_sequences_173,no,0,-32.20314407348633
scalar:think_logprob,train,dd_0314_rollout_014_prefix_1.json,dd_0314,no,0,-28.94451904296875
scalar:think_logprob,train,dd_0153_rollout_017_prefix_3.json,dd_0153,no,0,-27.846031188964844
scalar:think_logprob,train,bb_navigate_222_rollout_000_prefix_0.json,bb_navigate_222,yes,1,-27.876354217529297
scalar:think_logprob,train,dd_0382_rollout_000_prefix_2.json,dd_0382,no,0,-29.108945846557617
scalar:think_logprob,train,dd_0401_rollout_012_prefix_0.json,dd_0401,no,0,-26.222631454467773
scalar:think_logprob,train,dd_0575_rollout_001_prefix_3.json,dd_0575,no,0,-36.734413146972656
scalar:think_logprob,train,dd_1310_rollout_010_prefix_1.json,dd_1310,no,0,-28.51895523071289
scalar:think_logprob,train,dd_0479_rollout_019_prefix_1.json,dd_0479,no,0,-32.22141647338867
scalar:think_logprob,train,dd_1227_rollout_008_prefix_0.json,dd_1227,no,0,-28.938114166259766
scalar:think_logprob,train,bb_sports_understanding_013_rollout_000_prefix_2.json,bb_sports_understanding_013,no,0,-26.38362693786621
scalar:think_logprob,train,bb_sports_understanding_129_rollout_008_prefix_1.json,bb_sports_understanding_129,no,0,-28.43324851989746
scalar:think_logprob,train,dd_0755_rollout_012_prefix_1.json,dd_0755,no,0,-29.856334686279297
scalar:think_logprob,train,bb_navigate_229_rollout_016_prefix_0.json,bb_navigate_229,no,0,-27.389223098754883
scalar:think_logprob,train,dd_0578_rollout_025_prefix_3.json,dd_0578,no,0,-26.200632095336914
scalar:think_logprob,train,dd_0853_rollout_000_prefix_0.json,dd_0853,no,0,-28.13072967529297
scalar:think_logprob,train,dd_0787_rollout_027_prefix_2.json,dd_0787,no,0,-30.391265869140625
scalar:think_logprob,train,dd_0474_rollout_028_prefix_1.json,dd_0474,no,0,-27.15726661682129
scalar:think_logprob,train,bb_temporal_sequences_170_rollout_025_prefix_4.json,bb_temporal_sequences_170,no,0,-27.48502540588379
scalar:think_logprob,train,bb_logical_deduction_five_objects_054_rollout_005_prefix_1.json,bb_logical_deduction_five_objects_054,no,0,-39.0
scalar:think_logprob,train,bb_penguins_in_a_table_069_rollout_023_prefix_1.json,bb_penguins_in_a_table_069,no,0,-39.56644058227539
scalar:think_logprob,train,bb_ruin_names_114_rollout_022_prefix_1.json,bb_ruin_names_114,no,0,-27.847049713134766
scalar:think_logprob,train,dd_0984_rollout_027_prefix_2.json,dd_0984,no,0,-27.707317352294922
scalar:think_logprob,train,dd_0107_rollout_018_prefix_2.json,dd_0107,no,0,-27.3929500579834
scalar:think_logprob,train,bb_logical_deduction_five_objects_044_rollout_005_prefix_2.json,bb_logical_deduction_five_objects_044,no,0,-32.524147033691406
scalar:think_logprob,train,bb_logical_deduction_five_objects_080_rollout_022_prefix_5.json,bb_logical_deduction_five_objects_080,no,0,-29.422985076904297
scalar:think_logprob,train,dd_0455_rollout_020_prefix_3.json,dd_0455,no,0,-27.322885513305664
scalar:think_logprob,train,dd_0667_rollout_005_prefix_3.json,dd_0667,no,0,-31.956806182861328
scalar:think_logprob,train,dd_0908_rollout_020_prefix_2.json,dd_0908,no,0,-30.210464477539062
scalar:think_logprob,train,dd_0943_rollout_021_prefix_1.json,dd_0943,no,0,-28.398672103881836
scalar:think_logprob,train,bb_temporal_sequences_141_rollout_012_prefix_1.json,bb_temporal_sequences_141,no,0,-26.80991554260254
scalar:think_logprob,train,bb_logical_deduction_five_objects_162_rollout_001_prefix_3.json,bb_logical_deduction_five_objects_162,no,0,-32.484622955322266
scalar:think_logprob,train,dd_1283_rollout_009_prefix_1.json,dd_1283,no,0,-31.58563995361328
scalar:think_logprob,train,dd_1310_rollout_025_prefix_1.json,dd_1310,no,0,-25.30933380126953
scalar:think_logprob,train,bb_logical_deduction_five_objects_118_rollout_025_prefix_1.json,bb_logical_deduction_five_objects_118,no,0,-32.82041549682617
scalar:think_logprob,train,bb_logical_deduction_five_objects_178_rollout_003_prefix_2.json,bb_logical_deduction_five_objects_178,no,0,-31.000017166137695
scalar:think_logprob,train,dd_0243_rollout_023_prefix_2.json,dd_0243,no,0,-29.858901977539062
scalar:think_logprob,train,bb_logical_deduction_five_objects_013_rollout_009_prefix_2.json,bb_logical_deduction_five_objects_013,no,0,-32.71098327636719
scalar:think_logprob,train,bb_sports_understanding_114_rollout_000_prefix_0.json,bb_sports_understanding_114,no,0,-34.414085388183594
scalar:think_logprob,train,dd_1300_rollout_025_prefix_0.json,dd_1300,no,0,-31.15226936340332
scalar:think_logprob,train,dd_1013_rollout_022_prefix_3.json,dd_1013,no,0,-28.932950973510742
scalar:think_logprob,train,bb_date_understanding_229_rollout_016_prefix_3.json,bb_date_understanding_229,no,0,-31.678730010986328
scalar:think_logprob,train,dd_0909_rollout_013_prefix_1.json,dd_0909,no,0,-26.6876220703125
scalar:think_logprob,train,bb_navigate_011_rollout_028_prefix_3.json,bb_navigate_011,no,0,-31.48131561279297
scalar:think_logprob,train,dd_0618_rollout_007_prefix_0.json,dd_0618,no,0,-29.96450424194336
scalar:think_logprob,train,bb_navigate_011_rollout_007_prefix_2.json,bb_navigate_011,no,0,-30.969926834106445
scalar:think_logprob,train,bb_penguins_in_a_table_107_rollout_024_prefix_0.json,bb_penguins_in_a_table_107,no,0,-31.82012176513672
scalar:think_logprob,train,dd_1300_rollout_023_prefix_0.json,dd_1300,no,0,-24.761384963989258
scalar:think_logprob,train,bb_tracking_shuffled_objects_five_objects_245_rollout_027_prefix_1.json,bb_tracking_shuffled_objects_five_objects_245,no,0,-38.4375114440918
scalar:think_logprob,train,bb_navigate_199_rollout_007_prefix_1.json,bb_navigate_199,no,0,-29.466373443603516
scalar:think_logprob,train,bb_snarks_099_rollout_008_prefix_1.json,bb_snarks_099,no,0,-30.70956802368164
scalar:think_logprob,train,dd_0773_rollout_015_prefix_1.json,dd_0773,no,0,-29.78781509399414
scalar:think_logprob,train,dd_0401_rollout_011_prefix_1.json,dd_0401,no,0,-26.3596134185791
scalar:think_logprob,train,bb_navigate_058_rollout_016_prefix_3.json,bb_navigate_058,no,0,-33.39848327636719
scalar:think_logprob,train,bb_navigate_199_rollout_029_prefix_0.json,bb_navigate_199,no,0,-28.398685455322266
scalar:think_logprob,train,bb_snarks_026_rollout_003_prefix_1.json,bb_snarks_026,no,0,-33.656333923339844
scalar:think_logprob,train,dd_0347_rollout_022_prefix_2.json,dd_0347,no,0,-25.22273063659668
scalar:think_logprob,train,bb_logical_deduction_five_objects_013_rollout_015_prefix_2.json,bb_logical_deduction_five_objects_013,no,0,-23.710248947143555
scalar:think_logprob,train,bb_reasoning_about_colored_objects_138_rollout_013_prefix_0.json,bb_reasoning_about_colored_objects_138,no,0,-35.66297912597656
scalar:think_logprob,train,dd_0382_rollout_005_prefix_2.json,dd_0382,no,0,-25.917131423950195
scalar:think_logprob,train,bb_navigate_213_rollout_018_prefix_0.json,bb_navigate_213,no,0,-30.669981002807617
scalar:think_logprob,train,bb_date_understanding_098_rollout_006_prefix_1.json,bb_date_understanding_098,no,0,-48.171875
scalar:think_logprob,train,dd_1270_rollout_028_prefix_2.json,dd_1270,no,0,-24.62464714050293
scalar:think_logprob,train,dd_1340_rollout_028_prefix_1.json,dd_1340,no,0,-26.2844181060791
scalar:think_logprob,train,bb_reasoning_about_colored_objects_027_rollout_003_prefix_2.json,bb_reasoning_about_colored_objects_027,no,0,-31.097061157226562
scalar:think_logprob,train,bb_temporal_sequences_141_rollout_018_prefix_2.json,bb_temporal_sequences_141,no,0,-31.18943214416504
scalar:think_logprob,train,bb_date_understanding_150_rollout_018_prefix_2.json,bb_date_understanding_150,no,0,-34.140846252441406
scalar:think_logprob,train,dd_0410_rollout_029_prefix_1.json,dd_0410,no,0,-27.55425453186035
scalar:think_logprob,train,dd_0125_rollout_027_prefix_4.json,dd_0125,no,0,-26.033618927001953
scalar:think_logprob,train,dd_0296_rollout_017_prefix_1.json,dd_0296,no,0,-31.869421005249023
scalar:think_logprob,train,bb_logical_deduction_five_objects_080_rollout_029_prefix_2.json,bb_logical_deduction_five_objects_080,no,0,-30.4379825592041
scalar:think_logprob,train,bb_temporal_sequences_059_rollout_000_prefix_1.json,bb_temporal_sequences_059,no,0,-36.34865188598633
scalar:think_logprob,train,bb_tracking_shuffled_objects_five_objects_182_rollout_017_prefix_4.json,bb_tracking_shuffled_objects_five_objects_182,no,0,-28.302431106567383
scalar:think_logprob,train,bb_logical_deduction_five_objects_173_rollout_013_prefix_1.json,bb_logical_deduction_five_objects_173,no,0,-36.422576904296875
scalar:think_logprob,train,dd_0073_rollout_023_prefix_3.json,dd_0073,no,0,-30.765884399414062
scalar:think_logprob,train,bb_logical_deduction_five_objects_046_rollout_016_prefix_2.json,bb_logical_deduction_five_objects_046,no,0,-27.429515838623047
scalar:think_logprob,train,bb_navigate_004_rollout_012_prefix_1.json,bb_navigate_004,no,0,-25.895265579223633
scalar:think_logprob,train,bb_ruin_names_054_rollout_020_prefix_0.json,bb_ruin_names_054,no,0,-31.380414962768555
scalar:think_logprob,train,dd_0762_rollout_003_prefix_2.json,dd_0762,no,0,-31.080459594726562
scalar:think_logprob,train,dd_0762_rollout_022_prefix_1.json,dd_0762,no,0,-32.382667541503906
scalar:think_logprob,train,bb_logical_deduction_five_objects_052_rollout_027_prefix_1.json,bb_logical_deduction_five_objects_052,no,0,-34.33033752441406
scalar:think_logprob,train,bb_snarks_014_rollout_013_prefix_2.json,bb_snarks_014,no,0,-29.04440689086914
scalar:think_logprob,train,bb_tracking_shuffled_objects_five_objects_099_rollout_017_prefix_1.json,bb_tracking_shuffled_objects_five_objects_099,no,0,-26.722654342651367
scalar:think_logprob,train,bb_causal_judgement_174_rollout_014_prefix_0.json,bb_causal_judgement_174,no,0,-26.604312896728516
scalar:think_logprob,train,bb_reasoning_about_colored_objects_090_rollout_013_prefix_0.json,bb_reasoning_about_colored_objects_090,yes,1,-42.02149963378906
scalar:think_logprob,train,dd_0099_rollout_022_prefix_3.json,dd_0099,no,0,-27.023605346679688
scalar:think_logprob,train,dd_0347_rollout_005_prefix_1.json,dd_0347,no,0,-24.154233932495117
scalar:think_logprob,train,gpqa_chem_021_rollout_022_prefix_0.json,gpqa_chem_021,no,0,-34.187591552734375
scalar:think_logprob,train,bb_causal_judgement_174_rollout_019_prefix_2.json,bb_causal_judgement_174,no,0,-28.009227752685547
scalar:think_logprob,train,bb_date_understanding_098_rollout_016_prefix_1.json,bb_date_understanding_098,no,0,-40.11430358886719
scalar:think_logprob,train,bb_logical_deduction_five_objects_133_rollout_022_prefix_3.json,bb_logical_deduction_five_objects_133,no,0,-37.052734375
scalar:think_logprob,train,bb_penguins_in_a_table_076_rollout_010_prefix_2.json,bb_penguins_in_a_table_076,no,0,-38.46531295776367
scalar:think_logprob,train,bb_temporal_sequences_096_rollout_010_prefix_3.json,bb_temporal_sequences_096,no,0,-28.128385543823242
scalar:think_logprob,train,bb_ruin_names_047_rollout_003_prefix_0.json,bb_ruin_names_047,no,0,-28.379859924316406
scalar:think_logprob,train,dd_1346_rollout_002_prefix_1.json,dd_1346,no,0,-29.130992889404297
scalar:think_logprob,train,dd_1038_rollout_014_prefix_2.json,dd_1038,no,0,-24.412445068359375
scalar:think_logprob,train,bb_reasoning_about_colored_objects_138_rollout_022_prefix_0.json,bb_reasoning_about_colored_objects_138,no,0,-32.444190979003906
scalar:think_logprob,train,bb_snarks_158_rollout_027_prefix_2.json,bb_snarks_158,no,0,-33.43731689453125
scalar:think_logprob,train,dd_0959_rollout_029_prefix_1.json,dd_0959,no,0,-29.396137237548828
scalar:think_logprob,train,bb_reasoning_about_colored_objects_090_rollout_027_prefix_0.json,bb_reasoning_about_colored_objects_090,yes,1,-28.471466064453125
scalar:think_logprob,train,bb_tracking_shuffled_objects_five_objects_041_rollout_021_prefix_1.json,bb_tracking_shuffled_objects_five_objects_041,no,0,-30.54717254638672
scalar:think_logprob,train,dd_0528_rollout_007_prefix_0.json,dd_0528,no,0,-28.166122436523438
scalar:think_logprob,train,gpqa_chem_027_rollout_012_prefix_3.json,gpqa_chem_027,no,0,-28.685832977294922
scalar:think_logprob,train,bb_temporal_sequences_176_rollout_010_prefix_0.json,bb_temporal_sequences_176,no,0,-27.149185180664062
scalar:think_logprob,train,bb_navigate_229_rollout_015_prefix_2.json,bb_navigate_229,no,0,-28.30392837524414
scalar:think_logprob,train,bb_ruin_names_114_rollout_020_prefix_0.json,bb_ruin_names_114,no,0,-30.796918869018555
scalar:think_logprob,train,dd_1037_rollout_024_prefix_1.json,dd_1037,no,0,-30.57265281677246
scalar:think_logprob,train,bb_reasoning_about_colored_objects_067_rollout_004_prefix_0.json,bb_reasoning_about_colored_objects_067,no,0,-27.31527328491211
scalar:think_logprob,train,bb_ruin_names_006_rollout_029_prefix_2.json,bb_ruin_names_006,no,0,-31.3597469329834
scalar:think_logprob,train,bb_web_of_lies_229_rollout_010_prefix_0.json,bb_web_of_lies_229,no,0,-38.09080505371094
scalar:think_logprob,train,dd_0238_rollout_002_prefix_0.json,dd_0238,no,0,-29.665708541870117
scalar:think_logprob,train,dd_0473_rollout_019_prefix_1.json,dd_0473,no,0,-31.96891975402832
scalar:think_logprob,train,bb_logical_deduction_five_objects_052_rollout_019_prefix_1.json,bb_logical_deduction_five_objects_052,no,0,-24.756343841552734
scalar:think_logprob,train,dd_0153_rollout_019_prefix_0.json,dd_0153,no,0,-31.168397903442383
scalar:think_logprob,train,bb_snarks_128_rollout_013_prefix_1.json,bb_snarks_128,no,0,-37.06255340576172
scalar:think_logprob,train,bb_tracking_shuffled_objects_five_objects_178_rollout_012_prefix_2.json,bb_tracking_shuffled_objects_five_objects_178,no,0,-29.221118927001953
scalar:think_logprob,train,dd_0745_rollout_006_prefix_3.json,dd_0745,no,0,-29.22219467163086
scalar:think_logprob,train,bb_navigate_004_rollout_029_prefix_0.json,bb_navigate_004,no,0,-31.219585418701172
scalar:think_logprob,train,gpqa_chem_104_rollout_012_prefix_3.json,gpqa_chem_104,no,0,-31.53101348876953
scalar:think_logprob,train,bb_date_understanding_127_rollout_009_prefix_1.json,bb_date_understanding_127,no,0,-49.158172607421875
scalar:think_logprob,train,bb_date_understanding_214_rollout_001_prefix_1.json,bb_date_understanding_214,no,0,-28.791791915893555
scalar:think_logprob,train,bb_logical_deduction_five_objects_249_rollout_021_prefix_1.json,bb_logical_deduction_five_objects_249,no,0,-32.87534713745117
scalar:think_logprob,train,dd_0603_rollout_004_prefix_1.json,dd_0603,no,0,-25.7070369720459
scalar:think_logprob,train,bb_ruin_names_221_rollout_012_prefix_0.json,bb_ruin_names_221,no,0,-28.711023330688477
scalar:think_logprob,train,bb_sports_understanding_231_rollout_022_prefix_1.json,bb_sports_understanding_231,no,0,-26.623737335205078
scalar:think_logprob,train,dd_0785_rollout_005_prefix_0.json,dd_0785,no,0,-26.91258430480957
scalar:think_logprob,train,bb_navigate_104_rollout_021_prefix_1.json,bb_navigate_104,no,0,-31.603527069091797
